Year,Geography,Geographic Area Name,Households Estimate Total,Families Estimate Total,Married-Couple Families Estimate Total,Nonfamily Households Estimate Total,"Households Estimate Less Than $10,000","Families Estimate Less Than $10,000","Married-Couple Families Estimate Less Than $10,000","Nonfamily Households Estimate Less Than $10,000","Households Estimate $10,000 To $14,999","Families Estimate $10,000 To $14,999","Married-Couple Families Estimate $10,000 To $14,999","Nonfamily Households Estimate $10,000 To $14,999","Households Estimate $15,000 To $24,999","Families Estimate $15,000 To $24,999","Married-Couple Families Estimate $15,000 To $24,999","Nonfamily Households Estimate $15,000 To $24,999","Households Estimate $25,000 To $34,999","Families Estimate $25,000 To $34,999","Married-Couple Families Estimate $25,000 To $34,999","Nonfamily Households Estimate $25,000 To $34,999","Households Estimate $35,000 To $49,999","Families Estimate $35,000 To $49,999","Married-Couple Families Estimate $35,000 To $49,999","Nonfamily Households Estimate $35,000 To $49,999","Households Estimate $50,000 To $74,999","Families Estimate $50,000 To $74,999","Married-Couple Families Estimate $50,000 To $74,999","Nonfamily Households Estimate $50,000 To $74,999","Households Estimate $75,000 To $99,999","Families Estimate $75,000 To $99,999","Married-Couple Families Estimate $75,000 To $99,999","Nonfamily Households Estimate $75,000 To $99,999","Households Estimate $100,000 To $149,999","Families Estimate $100,000 To $149,999","Married-Couple Families Estimate $100,000 To $149,999","Nonfamily Households Estimate $100,000 To $149,999","Households Estimate $150,000 To $199,999","Families Estimate $150,000 To $199,999","Married-Couple Families Estimate $150,000 To $199,999","Nonfamily Households Estimate $150,000 To $199,999","Households Estimate $200,000 Or More","Families Estimate $200,000 Or More","Married-Couple Families Estimate $200,000 Or More","Nonfamily Households Estimate $200,000 Or More",Households Estimate Median Income (Dollars),Families Estimate Median Income (Dollars),Married-Couple Families Estimate Median Income (Dollars),Nonfamily Households Estimate Median Income (Dollars),Households Estimate Mean Income (Dollars),Families Estimate Mean Income (Dollars),Married-Couple Families Estimate Mean Income (Dollars),Nonfamily Households Estimate Mean Income (Dollars),Households Estimate Percent Imputed Household Income In The Past 12 Months,Families Estimate Percent Imputed Household Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Household Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Household Income In The Past 12 Months,Households Estimate Percent Imputed Family Income In The Past 12 Months,Families Estimate Percent Imputed Family Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Family Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Family Income In The Past 12 Months,Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Married-Couple Families Estimate Percent Imputed Nonfamily Income In The Past 12 Months,Nonfamily Households Estimate Percent Imputed Nonfamily Income In The Past 12 Months
2010,0400000US51,Virginia,2974481,2000061,1519959,974420,5.8,3.3,1.1,11.9,4.4,2.5,1.2,8.6,8.6,6.4,4,13.8,8.9,7.7,5.6,12,13.2,12.2,10.5,15.4,18.3,18.9,19.1,16.5,13.2,14.9,16.8,9,14.9,17.7,21.2,8.3,6.4,8.1,10.1,2.5,6.3,8.3,10.4,2,61406,73514,86545,38339,82584,95703,109976,52759,24.8,(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),23.1
2010,0400000US53,Washington,2577375,1665378,1293097,911997,6.2,3.7,1.3,12,4.4,2.6,1.4,8,9.2,6.7,4.2,14.7,9.8,7.9,6.2,13.5,14,12.8,11.7,16.4,19.5,20.5,21,17,13.8,16.3,18.4,8.5,14.2,17.8,21.3,6.5,4.8,6.3,7.8,1.8,4.1,5.4,6.7,1.6,57244,69328,80044,36369,74331,86528,98047,48826,21.1,(X),(X),(X),(X),21,(X),(X),(X),(X),(X),19.7
2010,0400000US54,West Virginia,740874,489983,380637,250891,10.5,6.2,2.4,20.6,8.1,4.5,3,15.3,14.9,11.3,9.1,22.4,12.8,12.2,11.4,13.8,15.4,17,17.4,11.7,17.6,21.3,23.6,9.6,10.1,13.2,15.6,3.5,7.4,9.9,12.1,2.1,1.7,2.3,2.8,0.4,1.5,2,2.5,0.5,38380,48896,56105,20780,51064,60821,68496,30403,26.5,(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),24
2010,0400000US55,Wisconsin,2274611,1479581,1159740,795030,6,3.5,1.1,12.1,5.4,2.6,1.1,11.1,11,7.2,4.5,18.9,11,8.8,6.9,15.6,15,14,12.8,16.8,20.6,23,24.6,15.2,13.7,17.6,20.5,5.6,11.6,15.7,19,3.3,3.1,4.2,5.2,0.9,2.6,3.6,4.4,0.7,51598,64869,74017,30029,65273,77985,88076,39090,23.7,(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),22.9
2010,0400000US56,Wyoming,217688,144344,116173,73344,5.4,2.7,0.9,12,4.6,2.1,1,10.3,10.3,7,4.9,17.9,11,9,6.8,15.6,15,14.2,12.9,16.5,20.3,22.5,24,15.1,14.1,17.2,19.8,6.3,12.9,16.9,20,4.3,3.7,4.9,5.7,1.1,2.6,3.4,4,0.8,53802,65964,74489,30844,68283,80366,88935,41196,21.3,(X),(X),(X),(X),22.1,(X),(X),(X),(X),(X),18.5
2010,0400000US72,Puerto Rico,1227039,912888,545249,314151,29.8,24.7,14.5,48.1,12.6,11.8,11.4,15.3,17.7,18.7,18.9,14.8,12.3,13.4,14.6,8.2,11.5,12.9,15.3,6.3,9.1,10.4,13.7,4.2,3.3,3.8,5.4,1.5,2.4,2.7,4,1.1,0.6,0.7,1.1,0.3,0.7,0.8,1.2,0.3,18791,21764,28307,10538,29325,32302,40193,18432,21.3,(X),(X),(X),(X),22.8,(X),(X),(X),(X),(X),14.8
2011,GEO_ID,NAME,S1901_C01_001E,S1901_C02_001E,S1901_C03_001E,S1901_C04_001E,S1901_C01_002E,S1901_C02_002E,S1901_C03_002E,S1901_C04_002E,S1901_C01_003E,S1901_C02_003E,S1901_C03_003E,S1901_C04_003E,S1901_C01_004E,S1901_C02_004E,S1901_C03_004E,S1901_C04_004E,S1901_C01_005E,S1901_C02_005E,S1901_C03_005E,S1901_C04_005E,S1901_C01_006E,S1901_C02_006E,S1901_C03_006E,S1901_C04_006E,S1901_C01_007E,S1901_C02_007E,S1901_C03_007E,S1901_C04_007E,S1901_C01_008E,S1901_C02_008E,S1901_C03_008E,S1901_C04_008E,S1901_C01_009E,S1901_C02_009E,S1901_C03_009E,S1901_C04_009E,S1901_C01_010E,S1901_C02_010E,S1901_C03_010E,S1901_C04_010E,S1901_C01_011E,S1901_C02_011E,S1901_C03_011E,S1901_C04_011E,S1901_C01_012E,S1901_C02_012E,S1901_C03_012E,S1901_C04_012E,S1901_C01_013E,S1901_C02_013E,S1901_C03_013E,S1901_C04_013E,S1901_C01_014E,S1901_C02_014E,S1901_C03_014E,S1901_C04_014E,S1901_C01_015E,S1901_C02_015E,S1901_C03_015E,S1901_C04_015E,S1901_C01_016E,S1901_C02_016E,S1901_C03_016E,S1901_C04_016E
2011,Geography,Geographic Area Name,Households!!Estimate!!Total,Families!!Estimate!!Total,Married-couple families!!Estimate!!Total,Nonfamily households!!Estimate!!Total,"Households!!Estimate!!Less than $10,000","Families!!Estimate!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more",Households!!Estimate!!Median income (dollars),Families!!Estimate!!Median income (dollars),Married-couple families!!Estimate!!Median income (dollars),Nonfamily households!!Estimate!!Median income (dollars),Households!!Estimate!!Mean income (dollars),Families!!Estimate!!Mean income (dollars),Married-couple families!!Estimate!!Mean income (dollars),Nonfamily households!!Estimate!!Mean income (dollars),Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months
2011,0400000US01,Alabama,1831269,1246237,895407,585032,9.8,6.1,1.9,19,7.1,4.2,2,13.7,13.2,10.6,7.1,19.1,11.6,10.6,8.9,13.6,14.6,14.7,14.4,14.1,17.6,20,22.3,11.8,10.8,13.5,16.7,4.3,9.9,13,16.9,3,3,4,5.3,0.7,2.5,3.3,4.4,0.7,42934,54001,66794,23864,59015,69766,82944,34438,27.6,(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),25.2
2011,0400000US02,Alaska,252920,170948,127640,81972,3.8,2.6,0.6,7.8,3.6,2,0.7,7.8,7.3,5.2,2.8,12.5,8.3,7.2,4.8,12,12,10.3,8.5,15.5,19.1,18.9,18.6,19.3,15.3,16.6,18.8,11.6,18.6,22.1,26.2,9.3,7.1,8.9,11.2,2.5,4.9,6.2,7.9,1.7,69014,80178,93464,44002,84767,95770,109914,56254,22.9,(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),19.9
2011,0400000US04,Arizona,2344215,1552820,1149330,791395,7.1,5.1,2.1,12.9,5.1,3.3,1.9,9.2,10.8,8.3,6.1,16.1,11.2,9.9,8.3,14.1,15.1,14.4,13.4,16.3,19,20.3,21.2,15.7,12.3,14.4,16.7,7.4,12,14.8,18.1,5.6,3.9,5,6.3,1.5,3.5,4.6,5.9,1.3,50752,60237,71149,33128,67885,77760,89426,45358,27.6,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),25.3
2011,0400000US05,Arkansas,1121386,764547,566733,356839,9.6,5.8,2,19.1,7.8,4.6,2.4,15.3,14.1,11.8,8.6,19.7,12.7,11.9,10.5,14.2,15.6,16.2,16.5,13.8,17.6,20.5,23.4,10.6,9.9,12.5,15.3,3.8,8.3,10.9,13.6,2.3,2.5,3.3,4.3,0.6,2,2.6,3.3,0.6,40149,49791,59555,22497,54723,64332,74759,32362,26.6,(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),24.1
2011,0400000US06,California,12433172,8525355,6162652,3907817,5.3,4,1.6,10,5.1,3.1,1.7,10.3,9.4,8.1,5.9,13.1,9.1,8.4,6.8,11,12.4,12,10.7,13.3,17.3,17.4,17.2,16.5,12.6,13.4,14.7,9.9,15.2,17.2,20.5,9.3,6.7,7.9,10,3.3,6.9,8.4,10.9,3.2,61632,70231,84652,40802,85148,94747,110193,59306,28.3,(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),24.3
2011,0400000US08,Colorado,1941193,1246419,972173,694774,6.3,3.9,1.4,11.8,4.5,2.4,1.3,8.7,9.3,6.7,4.6,14.5,9.6,7.6,6.1,13.5,13.6,12.3,10.9,16.1,18.9,19.4,19.7,17.5,13.1,15.4,17.3,8.4,14.3,18.3,21.7,6.3,5.5,7.3,8.9,1.8,4.8,6.6,8.1,1.5,57685,71721,83107,36283,77149,91458,103318,48845,22.5,(X),(X),(X),(X),22.5,(X),(X),(X),(X),(X),21.2
2011,0400000US09,Connecticut,1360115,908824,682029,451291,5.4,3.1,0.8,10.9,4,2.1,0.7,8.3,8.2,5.1,2.7,15,7.8,6.2,4.3,11.5,11.2,9.8,7.9,14.2,17,16.5,15.6,17.8,13.6,15.2,16.5,10,16.8,21,24.8,7.4,7.4,9.6,12,2.5,8.7,11.5,14.7,2.5,69243,86395,102568,39503,96502,115289,134627,55429,27.9,(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),25
2011,0400000US10,Delaware,332837,226757,165090,106080,5.5,3.2,0.9,11.4,4.2,2.2,0.7,8.8,9.1,6.6,4,15.3,9.7,8.5,6.3,12.8,13.5,12.5,10.6,16.1,19.4,19.6,20,17.9,13.8,16,18.3,8.2,15.1,18.6,22.7,6.3,5.5,7.1,9.2,1.7,4.4,5.6,7.3,1.5,59317,71133,84568,36419,76889,88505,102756,48409,28.5,(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),26.2
2011,0400000US11,District of Columbia,260136,109514,57595,150622,10.5,7.9,1.5,12.8,4.7,3.6,0.7,5.7,7.7,7.2,2.9,8.4,7.6,7.8,4.1,7.7,11.4,10.1,6.1,12.2,15.1,13,10.2,16.3,11.3,9.9,10.2,12.1,13.7,13.9,19.2,13.4,7.5,10,15.9,5.6,10.5,16.6,29.3,5.6,61835,75710,137300,53760,96183,122164,181322,75477,29.1,(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),25.4
2011,0400000US12,Florida,7140096,4650253,3408060,2489843,7.3,4.6,2,13.7,5.7,3.4,2,10.3,11.8,9.2,6.4,17.4,11.8,10.7,8.8,14.3,15.3,15.1,14.1,15.7,18.7,20.4,21.7,14.6,11.4,13.7,16,6.4,10.7,13.5,16.7,4.7,3.6,4.7,6,1.4,3.7,4.8,6.2,1.5,47827,57592,68450,30804,67065,77996,90431,44051,29.9,(X),(X),(X),(X),30,(X),(X),(X),(X),(X),28.2
2011,0400000US13,Georgia,3490754,2389321,1701625,1101433,8.4,5.5,1.8,15.7,5.7,3.7,1.8,10.6,11,9.2,6.1,15.8,10.9,9.9,7.9,13.4,14.2,13.8,12.8,15,18.5,19.6,21.1,15.3,11.8,13.7,16.6,6.6,11.6,14.4,18.5,4.9,4.1,5.3,7,1.4,3.8,4.9,6.6,1.4,49736,59262,73185,30750,67610,77836,92636,42955,31,(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),28
2011,0400000US15,Hawaii,445513,310284,229073,135229,5.7,3.1,1.4,12.6,3.6,2.2,1.2,7.3,7.2,5.1,3.6,12.8,8,6.8,5,11.8,12.1,11.2,9.7,15.5,18.5,18.6,18.3,18.3,14.9,17,18.4,9.5,17.7,21.1,24.6,8.3,6.7,8.3,9.9,1.9,5.5,6.5,7.9,2,67116,78757,88894,39970,83981,94677,105369,53126,30.3,(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),25
2011,0400000US16,Idaho,575497,403174,324847,172323,6.5,4,1.8,13.6,5.8,3.4,1.9,12.4,11.8,8.7,6.9,19.7,12.8,11.5,10,16.1,15.9,16.3,15.8,14.9,20.8,23.1,25,14.1,12,14.8,16.9,4.4,9.7,12.1,14.3,3.3,2.6,3.3,4,0.7,2.2,2.8,3.4,0.8,46890,55429,62334,27164,60274,68926,76207,37595,23.4,(X),(X),(X),(X),22.8,(X),(X),(X),(X),(X),23.1
2011,0400000US17,Illinois,4773002,3153525,2337831,1619477,6.8,4.2,1.3,13,4.7,2.7,1.2,9.1,10.1,7.1,4.5,16.4,9.7,8.3,6.4,12.8,13.2,12.4,11.1,14.8,18.5,19.2,19.8,16.5,13.2,15.4,17.6,8,13.7,17.4,21.2,5.9,5.1,6.7,8.5,1.7,5,6.6,8.5,1.7,56576,69658,82679,33745,76733,90118,104933,48072,28.4,(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),25.4
2011,0400000US18,Indiana,2472870,1656099,1252562,816771,7.1,4.6,1.5,13.7,5.6,3.1,1.4,11.2,11.4,7.9,4.9,19.3,11.8,10,8,16.1,15.4,15,14.1,16,19.9,22.3,24.5,14,12.6,15.8,18.8,5.3,10.7,14.2,17.7,3,3,4,5,0.8,2.4,3.3,4.1,0.7,48393,59857,70313,28377,62491,73536,84555,37699,24.2,(X),(X),(X),(X),24,(X),(X),(X),(X),(X),23.4
2011,0400000US19,Iowa,1219137,793956,638266,425181,6.1,3.2,1,12.7,5.7,2.5,1.3,11.9,11.2,7,4.7,19.7,11.2,9,7,16,15.3,14.8,13.7,16.2,20.6,23.4,25.2,14,13.3,17.2,19.8,5.1,11.1,15.2,18.2,2.9,3,4.2,5.1,0.7,2.5,3.4,4.1,0.6,50451,64000,72257,28194,63845,76914,85875,37271,22.8,(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),22.6
2011,0400000US20,Kansas,1104479,730131,570797,374348,6.4,3.6,1.1,13.2,5.3,2.6,1.1,11,11.1,7.4,4.8,19.2,11.2,9.3,7.4,15.4,15.4,14.5,13.3,16.8,19.5,21.6,23,14.4,12.6,16.1,18.6,5.2,11.7,15.7,18.9,3.2,3.6,5,6.1,0.8,3.2,4.4,5.4,0.8,50594,64256,73948,28900,66773,80015,90677,38698,22.4,(X),(X),(X),(X),22.1,(X),(X),(X),(X),(X),21.5
2011,0400000US21,Kentucky,1681085,1131415,848098,549670,10.2,6.4,2.3,19.7,7.3,4.4,2.7,13.5,13,10.3,7.6,18.9,11.8,10.8,9.3,14.1,14.8,15,15,14,17.8,20.4,22.6,11.7,10.9,13.8,16.7,4.2,9.4,12.4,15.5,2.7,2.5,3.4,4.4,0.5,2.3,3,3.9,0.7,42248,53151,63791,23724,57451,68045,78968,33631,24.4,(X),(X),(X),(X),24.3,(X),(X),(X),(X),(X),23.2
2011,0400000US22,Louisiana,1675097,1121966,766444,553131,9.9,6.3,1.7,18.7,7.1,4.4,1.9,12.9,12.8,10.5,6.4,18.1,11.3,10.5,8.5,13.2,14,13.9,13.3,13.8,16.8,18.6,20.8,12.5,11.2,13.8,17.5,5.3,10.7,13.8,18.4,3.6,3.4,4.5,6.3,0.9,2.9,3.7,5.2,1,44086,55144,71602,25166,61533,72369,88542,36996,31.2,(X),(X),(X),(X),32.3,(X),(X),(X),(X),(X),27.4
2011,0400000US23,Maine,551601,352053,277222,199548,6.9,3.6,1.1,14,6.5,3.2,1.5,13.1,12.1,8.6,6.2,19,11.5,10.2,8.5,14.3,14.9,15,14.6,14.5,19.8,22.7,24.6,13.7,12.5,15.7,18.1,6.1,10.4,13.8,16.6,3.5,3,4,4.9,1,2.4,3.2,4,0.7,47898,60021,68245,27264,61967,73780,82796,38243,22,(X),(X),(X),(X),21.8,(X),(X),(X),(X),(X),20.9
2011,0400000US24,Maryland,2128377,1428101,1028657,700276,5,2.9,0.7,10.1,3.3,1.8,0.8,6.8,6.8,4.7,2.7,11.8,7.5,6.2,3.9,11.1,11.2,9.8,7.5,14.9,17.7,16.9,15.2,19.2,13.9,15,15.9,11.2,18,21.4,25.4,9.9,8.3,10.7,13.6,2.9,8.1,10.7,14.2,2.1,72419,87233,105112,44753,94020,109597,128492,58136,26.1,(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),22.8
2011,0400000US25,Massachusetts,2522409,1603940,1193643,918469,6.5,3.6,1.1,12.4,5.1,2.5,1.1,10,8.4,5.8,3.2,13.7,7.8,6.5,4.6,10.6,11.1,10,8.2,13.4,16.5,16.3,15.6,16.8,13.4,15.1,16.6,9.6,16.6,20.6,24.7,8.5,7.3,9.7,12.1,2.7,7.2,9.9,12.8,2.2,65981,83371,99356,38514,88577,106335,124163,54309,29.6,(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),27.4
2011,0400000US26,Michigan,3825182,2534769,1889030,1290413,7.9,5.1,1.6,14.9,5.7,3.4,1.5,10.6,11.6,8.2,5.2,18.7,11.1,9.3,7.5,15,14.8,14.4,13.9,15.3,18.7,20.6,22.3,14.2,12.1,14.9,17.7,5.9,11.5,15.2,18.9,3.6,3.7,5,6.4,0.9,2.9,4,5.1,0.8,48669,60895,72619,28472,64478,76467,88745,38854,26.2,(X),(X),(X),(X),26.2,(X),(X),(X),(X),(X),25
2011,0400000US27,Minnesota,2094265,1363384,1083097,730881,5.7,3.1,0.9,11.7,4.6,2.2,1.1,9.5,9.2,6,3.7,16.2,9.5,7.5,5.7,13.7,13.6,12,10.6,16.6,19.8,20.8,21.3,17.1,14.3,17.3,19.6,7.6,14.2,18.7,22.2,5.1,4.8,6.5,7.9,1.4,4.2,5.8,7.1,1.1,58476,73046,83025,33992,75432,90120,101348,45270,21.8,(X),(X),(X),(X),21.6,(X),(X),(X),(X),(X),20.7
2011,0400000US28,Mississippi,1085062,751419,506819,333643,11.4,7.4,2.1,22,8.3,5.5,2.6,15.3,14.2,12.4,8.3,19.1,12,11.4,9.5,13.1,14.5,15,15.3,12.8,16.9,19.5,23.4,10.2,10.1,12.5,16.2,4,8.2,10.6,14.5,2.4,2.4,3.1,4.4,0.7,2,2.6,3.7,0.6,38718,48057,62148,21100,53861,62759,77049,31744,30.8,(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),27.4
2011,0400000US29,Missouri,2354104,1550016,1168941,804088,7.7,4.6,1.5,15,6,3.3,1.6,11.9,11.9,8.6,5.8,18.7,11.7,10.2,8.2,14.9,15.2,14.8,14.2,15.6,19,21.5,23.3,13.4,11.9,15,17.7,5.3,10.6,14,17.4,3.5,3.2,4.4,5.6,0.9,2.7,3.7,4.7,0.8,47202,59020,69738,27483,62979,74778,86179,37988,26.2,(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),24.3
2011,0400000US30,Montana,403495,256806,206192,146689,7.2,4.3,1.8,13.7,6.4,3.1,1.9,12.7,13,9,6.6,20.4,12.3,10.4,9.1,16,15.7,15.4,15.2,15.6,19.4,22.8,24.7,12.5,11.9,15.7,18,4.8,9.6,12.9,15.3,3,2.5,3.5,4.1,0.8,2.1,2.8,3.3,0.7,45324,57616,64997,26773,58849,70321,78077,36636,25.9,(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),24.1
2011,0400000US31,Nebraska,715703,467621,370342,248082,6.1,3.4,1,12.5,5.6,2.6,1.2,11.6,11.2,7.5,5,19.1,11.5,9,7.1,16.6,14.9,14.2,13.1,16.2,20.4,23.1,24.7,14.2,13.2,16.9,19.6,5.5,11.2,15.3,18.3,2.8,3.2,4.4,5.3,0.8,2.8,3.8,4.6,0.8,50695,63758,72471,28889,64905,77755,87263,38392,22.4,(X),(X),(X),(X),22.3,(X),(X),(X),(X),(X),21.5
2011,0400000US32,Nevada,986741,646130,464463,340611,5.9,4.1,1.6,10.7,4.1,2.5,1.4,7.7,9.6,7.3,5.1,15.1,10.7,9.5,7.3,13.7,14.4,13.7,12.4,16,20.4,21.3,21.9,18,13.5,15.7,18,8.4,13.4,16.3,19.9,6.7,4.3,5.3,6.7,1.9,3.6,4.4,5.7,1.7,55553,64353,75388,37426,72457,81443,93249,51131,27.6,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),25.1
2011,0400000US33,New Hampshire,514869,348040,279173,166829,4.4,2.5,0.7,9.9,4,1.7,0.8,9.2,8.3,5.2,3.1,15.6,8.7,6.9,5.3,13.3,12.9,11.5,9.9,16.3,19,19.8,19.5,16.7,14.6,17.1,18.8,8.5,16.7,20.9,24.3,6.8,6.2,8.1,9.6,1.9,5,6.4,7.8,1.6,64664,78310,88522,36570,81537,94782,105553,50038,26.4,(X),(X),(X),(X),26,(X),(X),(X),(X),(X),25.3
2011,0400000US34,New Jersey,3180854,2201341,1637819,979513,5.2,3.2,1,10.8,3.9,2.1,1,8.3,7.9,5.3,3.3,14.4,7.9,6.4,4.5,11.8,10.9,9.7,7.9,13.8,16.6,16.2,15.1,17.2,13.2,14.5,15.3,9.9,17.5,20.9,24.5,8.6,8.2,10.4,12.9,2.7,8.8,11.4,14.6,2.6,71180,86779,103348,39799,95812,111800,129683,56027,29.8,(X),(X),(X),(X),30.3,(X),(X),(X),(X),(X),26.8
2011,0400000US35,New Mexico,762002,501798,353181,260204,9.1,6.1,2.3,16.9,6.4,4.2,2.6,11.1,12.8,11.1,7.9,16.9,11.7,10.7,9,14,14.9,14.4,13.7,15.4,17.5,19.1,20.9,13.2,11.2,13.3,16.2,6.1,10.4,13.2,17,4.2,3.4,4.5,5.8,1.2,2.7,3.4,4.6,1,44631,53956,66716,28268,60880,70064,82744,40212,26.7,(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),22.8
2011,0400000US36,New York,7215687,4656855,3244977,2558832,7.9,4.9,1.5,14.5,5.2,3.4,1.9,8.9,9.9,7.7,5.1,14.5,9.3,8.3,6.5,11.5,12.2,11.8,10.4,13.1,17.1,17.6,17.9,15.6,12.1,13.7,15.4,8.6,13.9,16.9,20.8,7.4,5.8,7.4,9.5,2.6,6.5,8.2,11,3.2,56951,69202,85392,35540,82698,95697,114573,55708,32.1,(X),(X),(X),(X),33.6,(X),(X),(X),(X),(X),27.6
2011,0400000US37,North Carolina,3664119,2448907,1810499,1215212,8.2,5.2,1.6,15.6,6.3,3.7,1.9,12.1,12,9.5,6.5,17.5,11.8,10.5,8.3,14.7,15,14.7,13.8,15.4,18.4,20.4,22.7,13.5,11.4,14,17,5.5,10.3,13.4,17,3.6,3.4,4.5,5.9,1,3.1,4.1,5.4,0.9,46291,57171,69297,27901,63298,74432,87472,38831,26.8,(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),24.4
2011,0400000US38,North Dakota,278669,171622,140714,107047,7.5,3.6,1.2,14.7,5.8,2.4,1.3,11.6,11.1,6.8,4.7,18.5,11.7,8.7,6.8,16.8,14.4,13.5,12.5,15.6,19.7,23.1,24.8,13.6,13.2,17.9,20.5,5,11.2,16.2,18.9,2.6,2.8,4.1,4.9,0.6,2.7,3.8,4.4,0.9,49415,65871,73585,27555,64106,79594,88071,37461,24.8,(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),24
2011,0400000US39,Ohio,4554007,2975711,2208557,1578296,8.1,5.1,1.4,15,5.9,3.3,1.4,11.2,11.6,7.9,4.9,19,11.3,9.5,7.7,14.8,14.9,14.4,13.6,15.5,19.1,21.4,23.3,13.8,12.1,15.2,18.3,5.5,11,14.7,18.5,3.4,3.4,4.7,6.1,0.9,2.8,3.8,4.9,0.8,48071,60762,72455,27863,63477,75698,88438,38235,24.2,(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),23
