Acsst5Y2010.S0101-Data.1.2,Geography,Geographic Area Name,Total  Estimate  Total Population,Male  Estimate  Total Population,Female  Estimate  Total Population,Total  Estimate  Age Under 5 Years,Male  Estimate  Age Under 5 Years,Female  Estimate  Age Under 5 Years,Total  Estimate  Age 5 To 9 Years,Male  Estimate  Age 5 To 9 Years,Female  Estimate  Age 5 To 9 Years,Total  Estimate  Age 10 To 14 Years,Male  Estimate  Age 10 To 14 Years,Female  Estimate  Age 10 To 14 Years,Total  Estimate  Age 15 To 19 Years,Male  Estimate  Age 15 To 19 Years,Female  Estimate  Age 15 To 19 Years,Total  Estimate  Age 20 To 24 Years,Male  Estimate  Age 20 To 24 Years,Female  Estimate  Age 20 To 24 Years,Total  Estimate  Age 25 To 29 Years,Male  Estimate  Age 25 To 29 Years,Female  Estimate  Age 25 To 29 Years,Total  Estimate  Age 30 To 34 Years,Male  Estimate  Age 30 To 34 Years,Female  Estimate  Age 30 To 34 Years,Total  Estimate  Age 35 To 39 Years,Male  Estimate  Age 35 To 39 Years,Female  Estimate  Age 35 To 39 Years,Total  Estimate  Age 40 To 44 Years,Male  Estimate  Age 40 To 44 Years,Female  Estimate  Age 40 To 44 Years,Total  Estimate  Age 45 To 49 Years,Male  Estimate  Age 45 To 49 Years,Female  Estimate  Age 45 To 49 Years,Total  Estimate  Age 50 To 54 Years,Male  Estimate  Age 50 To 54 Years,Female  Estimate  Age 50 To 54 Years,Total  Estimate  Age 55 To 59 Years,Male  Estimate  Age 55 To 59 Years,Female  Estimate  Age 55 To 59 Years,Total  Estimate  Age 60 To 64 Years,Male  Estimate  Age 60 To 64 Years,Female  Estimate  Age 60 To 64 Years,Total  Estimate  Age 65 To 69 Years,Male  Estimate  Age 65 To 69 Years,Female  Estimate  Age 65 To 69 Years,Total  Estimate  Age 70 To 74 Years,Male  Estimate  Age 70 To 74 Years,Female  Estimate  Age 70 To 74 Years,Total  Estimate  Age 75 To 79 Years,Male  Estimate  Age 75 To 79 Years,Female  Estimate  Age 75 To 79 Years,Total  Estimate  Age 80 To 84 Years,Male  Estimate  Age 80 To 84 Years,Female  Estimate  Age 80 To 84 Years,Total  Estimate  Age 85 Years And Over,Male  Estimate  Age 85 Years And Over,Female  Estimate  Age 85 Years And Over,Total  Estimate  Selected Age Categories 5 To 14 Years,Male  Estimate  Selected Age Categories 5 To 14 Years,Female  Estimate  Selected Age Categories 5 To 14 Years,Total  Estimate  Selected Age Categories 15 To 17 Years,Male  Estimate  Selected Age Categories 15 To 17 Years,Female  Estimate  Selected Age Categories 15 To 17 Years,Total  Estimate  Selected Age Categories 18 To 24 Years,Male  Estimate  Selected Age Categories 18 To 24 Years,Female  Estimate  Selected Age Categories 18 To 24 Years,Total  Estimate  Selected Age Categories 15 To 44 Years,Male  Estimate  Selected Age Categories 15 To 44 Years,Female  Estimate  Selected Age Categories 15 To 44 Years,Total  Estimate  Selected Age Categories 16 Years And Over,Male  Estimate  Selected Age Categories 16 Years And Over,Female  Estimate  Selected Age Categories 16 Years And Over,Total  Estimate  Selected Age Categories 18 Years And Over,Male  Estimate  Selected Age Categories 18 Years And Over,Female  Estimate  Selected Age Categories 18 Years And Over,Total  Estimate  Selected Age Categories 60 Years And Over,Male  Estimate  Selected Age Categories 60 Years And Over,Female  Estimate  Selected Age Categories 60 Years And Over,Total  Estimate  Selected Age Categories 62 Years And Over,Male  Estimate  Selected Age Categories 62 Years And Over,Female  Estimate  Selected Age Categories 62 Years And Over,Total  Estimate  Selected Age Categories 65 Years And Over,Male  Estimate  Selected Age Categories 65 Years And Over,Female  Estimate  Selected Age Categories 65 Years And Over,Total  Estimate  Selected Age Categories 75 Years And Over,Male  Estimate  Selected Age Categories 75 Years And Over,Female  Estimate  Selected Age Categories 75 Years And Over,Total  Estimate  Summary Indicators Median Age (Years),Male  Estimate  Summary Indicators Median Age (Years),Female  Estimate  Summary Indicators Median Age (Years),Total  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Male  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Female  Estimate  Summary Indicators Sex Ratio (Males Per 100 Females),Total  Estimate  Summary Indicators Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Old-Age Dependency Ratio,Total  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Male  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Female  Estimate  Summary Indicators Age Dependency Ratio Child Dependency Ratio,Total  Estimate  Percent Imputed Sex,Male  Estimate  Percent Imputed Sex,Female  Estimate  Percent Imputed Sex,Total  Estimate  Percent Imputed Age,Male  Estimate  Percent Imputed Age,Female  Estimate  Percent Imputed Age
2010,0400000US25,Massachusetts,6477096,3132249,3344847,5.7,6,5.4,6,6.3,5.7,6.3,6.7,5.9,7.2,7.6,6.9,7.1,7.4,6.8,6.6,6.7,6.5,6.2,6.3,6.1,6.7,6.8,6.7,7.6,7.7,7.5,7.9,8,7.9,7.4,7.4,7.3,6.4,6.4,6.4,5.3,5.2,5.4,3.7,3.6,3.9,2.9,2.7,3.2,2.6,2.3,2.9,2.2,1.7,2.6,2.1,1.3,2.9,12.3,13,11.7,4.1,4.4,3.9,10.2,10.6,9.9,41.5,42.4,40.6,80.7,79.6,81.7,77.9,76.6,79.1,18.8,16.8,20.8,16.5,14.5,18.4,13.5,11.6,15.4,6.9,5.3,8.4,38.7,37.3,39.9,93.6,(X),(X),55.4,(X),(X),21,(X),(X),34.4,(X),(X),0.2,(X),(X),1,(X),(X)
2010,0400000US26,Michigan,9952687,4884438,5068249,6.2,6.4,5.9,6.6,6.8,6.3,7,7.3,6.7,7.6,8,7.3,6.7,6.9,6.5,6.1,6.2,5.9,5.9,5.9,5.8,6.6,6.6,6.5,7.1,7.2,7,7.7,7.8,7.7,7.5,7.5,7.5,6.6,6.6,6.6,5.2,5.1,5.3,3.9,3.7,4,3,2.8,3.2,2.5,2.2,2.8,2,1.6,2.4,1.8,1.1,2.4,13.6,14.2,13,4.6,4.8,4.3,9.7,10.1,9.4,39.9,40.8,39,78.7,77.8,79.6,75.7,74.6,76.7,18.5,16.7,20.2,16.2,14.4,17.9,13.2,11.5,14.9,6.3,5,7.7,38.1,36.9,39.3,96.4,(X),(X),60.1,(X),(X),21.2,(X),(X),39,(X),(X),0.2,(X),(X),0.8,(X),(X)
2010,0400000US27,Minnesota,5241914,2601448,2640466,6.7,6.9,6.6,6.6,6.8,6.4,6.8,7.1,6.6,7.2,7.4,6.9,6.9,7,6.7,6.9,7.1,6.7,6.3,6.5,6.2,6.5,6.7,6.4,7.1,7.2,7,7.9,8,7.8,7.4,7.5,7.3,6.3,6.3,6.3,4.9,4.8,4.9,3.6,3.5,3.7,2.8,2.6,2.9,2.4,2.1,2.7,1.9,1.5,2.2,1.9,1.2,2.6,13.4,13.8,13,4.3,4.4,4.2,9.7,10,9.5,40.8,41.8,39.9,78.4,77.8,79.1,75.5,74.8,76.3,17.4,15.8,19.1,15.3,13.6,16.9,12.6,10.9,14.1,6.2,4.9,7.5,37.1,36,38.1,98.5,(X),(X),58.8,(X),(X),19.9,(X),(X),38.8,(X),(X),0.2,(X),(X),0.8,(X),(X)
2010,0400000US28,Mississippi,2941991,1427843,1514148,7.1,7.5,6.7,7,7.5,6.6,7.1,7.4,6.8,7.7,8.1,7.4,7.3,7.5,7,6.7,6.8,6.6,6.2,6.2,6.1,6.3,6.4,6.3,6.8,6.8,6.8,7.2,7.2,7.2,6.9,6.9,6.9,6.2,6.1,6.3,5,5,5.1,4,3.8,4.1,3,2.8,3.3,2.3,2,2.6,1.7,1.3,2.2,1.5,0.8,2.1,14.1,14.9,13.4,4.5,4.7,4.4,10.5,10.9,10.1,40.9,41.7,40.2,77.3,76.1,78.5,74.3,72.9,75.5,17.6,15.7,19.4,15.4,13.5,17.2,12.6,10.7,14.3,5.6,4.2,6.9,35.8,34.2,37.2,94.3,(X),(X),62.1,(X),(X),20.3,(X),(X),41.7,(X),(X),0.2,(X),(X),1,(X),(X)
2010,0400000US29,Missouri,5922314,2895638,3026676,6.5,6.8,6.2,6.5,6.8,6.2,6.8,7.1,6.5,7.3,7.6,6.9,7,7.2,6.8,6.7,6.8,6.5,6.1,6.2,6,6.4,6.5,6.2,6.8,6.8,6.7,7.6,7.7,7.5,7.2,7.2,7.2,6.3,6.1,6.4,5.3,5.2,5.3,4.1,3.9,4.2,3.2,3,3.4,2.6,2.3,2.9,2,1.6,2.4,1.9,1.2,2.5,13.3,13.9,12.7,4.3,4.5,4.1,9.9,10.2,9.6,40.1,41.1,39.2,78.8,77.8,79.7,75.9,74.8,77,19,17.1,20.7,16.7,14.9,18.5,13.7,12,15.4,6.5,5.1,7.8,37.6,36.2,38.9,95.7,(X),(X),60.9,(X),(X),22.1,(X),(X),38.8,(X),(X),0.2,(X),(X),0.8,(X),(X)
2010,0400000US30,Montana,973739,487959,485780,6.1,6.3,6,6.2,6.4,6,6.3,6.5,6.1,7.1,7.3,7,7,7.3,6.8,6.2,6.4,6,5.7,5.8,5.5,5.6,5.8,5.5,6.4,6.3,6.5,7.6,7.5,7.8,8,7.9,8.1,7.4,7.4,7.4,5.9,6,5.7,4.4,4.4,4.4,3.3,3.2,3.4,2.8,2.5,3,2.1,1.8,2.4,1.8,1.2,2.4,12.5,12.9,12.2,4.2,4.3,4.2,9.9,10.3,9.6,38,38.9,37.2,80,79.4,80.5,77.1,76.5,77.7,20.2,19.1,21.3,17.7,16.5,18.8,14.4,13.1,15.6,6.7,5.5,7.8,39.7,38.6,40.9,100.4,(X),(X),59.4,(X),(X),22.9,(X),(X),36.5,(X),(X),0.2,(X),(X),1.2,(X),(X)
2010,0400000US31,Nebraska,1799125,890558,908567,7.2,7.4,7,6.9,7.1,6.7,6.8,7,6.7,7.2,7.5,7,7.3,7.6,7.1,6.7,7,6.5,6.3,6.4,6.2,6.1,6.2,6,6.5,6.7,6.4,7.3,7.4,7.3,7.1,7.1,7,6.2,6.2,6.2,4.9,4.9,4.8,3.6,3.4,3.7,3,2.8,3.2,2.6,2.3,2.9,2.2,1.7,2.6,2.1,1.3,2.8,13.7,14.1,13.3,4.3,4.4,4.1,10.3,10.6,9.9,40.2,41.4,39.1,77.7,77,78.3,74.8,74.1,75.5,18.3,16.4,20,16.1,14.2,17.9,13.4,11.5,15.2,6.8,5.3,8.3,36.2,35,37.4,98,(X),(X),62.8,(X),(X),21.8,(X),(X),41,(X),(X),0.2,(X),(X),0.7,(X),(X)
2010,0400000US32,Nevada,2633331,1331625,1301706,7.2,7.3,7.1,6.8,6.9,6.8,6.8,6.9,6.7,6.7,6.9,6.6,6.7,6.7,6.6,7.4,7.5,7.4,7,7.1,6.9,7.4,7.6,7.3,7.2,7.4,7,7.2,7.3,7.1,6.7,6.6,6.8,6,5.8,6.2,5.4,5.3,5.5,4,3.9,4.2,2.9,2.9,2.9,2.1,2,2.2,1.4,1.2,1.6,1.1,0.8,1.4,13.6,13.8,13.4,4.2,4.3,4.1,9.2,9.4,9,42.5,43.2,41.7,77.9,77.5,78.2,75,74.7,75.4,16.9,16.1,17.8,14.6,13.8,15.4,11.5,10.7,12.3,4.6,4,5.2,35.9,35.5,36.4,102.3,(X),(X),57.4,(X),(X),18.1,(X),(X),39.3,(X),(X),0.2,(X),(X),1.2,(X),(X)
2010,0400000US33,New Hampshire,1313939,648504,665435,5.5,5.7,5.3,6,6.1,5.9,6.7,7.1,6.2,7.3,7.6,7.1,6.3,6.6,6.1,5.4,5.5,5.3,5.5,5.6,5.5,6.8,6.7,6.8,7.9,7.9,7.8,8.8,8.8,8.7,8.1,8.2,8.1,7,7.1,6.9,5.7,5.6,5.8,4,3.9,4.1,2.9,2.8,3,2.4,2.2,2.6,1.9,1.5,2.4,1.8,1.1,2.4,12.7,13.2,12.1,4.4,4.6,4.2,9.3,9.6,9.1,39.3,39.9,38.7,80.4,79.7,81.2,77.5,76.6,78.4,18.7,17.1,20.2,16.1,14.6,17.6,13,11.5,14.4,6.1,4.8,7.3,40.3,39.4,41.1,97.5,(X),(X),55,(X),(X),20.1,(X),(X),34.9,(X),(X),0.2,(X),(X),0.8,(X),(X)
2010,0400000US34,New Jersey,8721577,4244502,4477075,6.3,6.6,6,6.5,6.8,6.2,6.7,7.1,6.4,6.9,7.3,6.5,6,6.4,5.7,6.3,6.5,6.1,6.3,6.4,6.2,7.1,7.2,7.1,7.7,7.7,7.7,8.1,8.1,8,7.4,7.4,7.4,6.2,6.2,6.3,5.1,5,5.3,3.8,3.5,4,2.9,2.7,3.2,2.6,2.2,2.9,2.1,1.6,2.5,1.9,1.2,2.6,13.3,13.9,12.6,4.3,4.6,4.1,8.6,9.2,8.1,40.4,41.6,39.2,79,78,80,76.1,74.9,77.3,18.4,16.2,20.5,16.1,14,18.1,13.2,11.2,15.2,6.5,5,8,38.5,37,39.9,94.8,(X),(X),59,(X),(X),21.1,(X),(X),38,(X),(X),0.2,(X),(X),1.2,(X),(X)
2010,0400000US35,New Mexico,2013122,992833,1020289,7.1,7.3,6.9,6.9,7.1,6.7,6.9,7.1,6.7,7.5,7.8,7.2,7.1,7.4,6.8,6.8,7,6.5,6,6.1,5.9,6.2,6.2,6.2,6.5,6.5,6.4,7.2,7.2,7.2,7.1,6.9,7.3,6.5,6.3,6.6,5.4,5.3,5.6,4,3.9,4.2,3.1,3,3.3,2.4,2.2,2.6,1.7,1.5,2,1.5,1,2,13.8,14.2,13.5,4.5,4.7,4.3,10.1,10.6,9.7,40,41,39,77.6,76.9,78.2,74.5,73.7,75.3,18.3,17,19.5,15.9,14.6,17.1,12.8,11.7,14,5.7,4.8,6.5,36.4,35.1,37.6,97.3,(X),(X),62.1,(X),(X),20.8,(X),(X),41.3,(X),(X),0.2,(X),(X),1.6,(X),(X)
2010,0400000US36,New York,19229752,9300854,9928898,6,6.4,5.7,6.1,6.4,5.8,6.4,6.8,6.1,7.2,7.6,6.8,7.1,7.4,6.8,7,7.2,6.9,6.5,6.6,6.4,6.8,6.9,6.7,7.4,7.5,7.3,7.6,7.7,7.6,7.1,7.1,7.1,6.3,6.1,6.3,5.1,5,5.3,3.8,3.5,4,3,2.8,3.2,2.5,2.2,2.9,2,1.6,2.5,1.9,1.2,2.6,12.5,13.2,11.9,4.2,4.5,4,10,10.5,9.6,42,43.2,40.9,80.1,78.9,81.1,77.2,75.9,78.4,18.4,16.3,20.4,16.2,14.1,18.1,13.3,11.3,15.1,6.5,5,7.9,37.7,36.1,39.1,93.7,(X),(X),56.5,(X),(X),20.8,(X),(X),35.7,(X),(X),0.2,(X),(X),1.4,(X),(X)
2010,0400000US37,North Carolina,9271178,4519289,4751889,6.7,7.1,6.4,6.7,7,6.3,6.6,6.9,6.4,7,7.4,6.7,6.9,7.3,6.6,6.5,6.6,6.5,6.6,6.7,6.5,7.1,7.2,7,7.3,7.4,7.2,7.4,7.4,7.4,6.9,6.9,7,6.2,6.1,6.3,5.3,5.2,5.5,4,3.8,4.1,3,2.8,3.3,2.4,2,2.7,1.7,1.4,2.1,1.5,0.9,2,13.3,14,12.7,4.1,4.3,3.9,9.8,10.3,9.4,41.5,42.6,40.5,78.6,77.5,79.6,75.9,74.6,77,17.9,16,19.8,15.6,13.8,17.3,12.6,10.9,14.2,5.6,4.3,6.8,37.1,35.7,38.4,95.1,(X),(X),58.1,(X),(X),19.9,(X),(X),38.2,(X),(X),0.2,(X),(X),0.8,(X),(X)
2010,0400000US38,North Dakota,659858,332932,326926,6.3,6.4,6.3,5.9,6,5.8,6.1,6.2,6,7.5,7.8,7.2,9.1,9.6,8.6,6.8,7.2,6.3,5.9,6.1,5.6,5.5,5.6,5.5,6.2,6.2,6.1,7.3,7.2,7.3,7.5,7.5,7.4,6.5,6.6,6.3,5,5.1,5,3.7,3.6,3.9,3.2,2.9,3.4,2.8,2.4,3.2,2.4,2,2.8,2.5,1.6,3.4,12,12.2,11.8,4,4.2,3.8,12.5,13.2,11.9,40.9,42.6,39.3,80.3,80,80.6,77.6,77.2,78.1,19.6,17.5,21.6,17.4,15.3,19.5,14.6,12.5,16.7,7.7,6,9.4,37.2,35.6,38.9,101.8,(X),(X),58.6,(X),(X),23.1,(X),(X),35.5,(X),(X),0.2,(X),(X),0.7,(X),(X)
2010,0400000US39,Ohio,11512431,5616436,5895995,6.3,6.6,6,6.6,6.9,6.3,6.8,7.2,6.5,7.3,7.6,6.9,6.5,6.8,6.3,6.4,6.5,6.3,5.9,6,5.8,6.5,6.6,6.4,6.9,7,6.8,7.6,7.7,7.6,7.5,7.5,7.5,6.6,6.6,6.6,5.3,5.2,5.4,3.9,3.8,4.1,3.1,2.9,3.4,2.7,2.3,3,2.1,1.7,2.5,1.9,1.2,2.6,13.4,14,12.8,4.4,4.6,4.1,9.5,9.8,9.1,39.5,40.6,38.6,78.9,77.8,79.9,76,74.8,77.1,19,17,21,16.7,14.7,18.6,13.8,11.8,15.6,6.7,5.2,8.1,38.3,36.9,39.6,95.3,(X),(X),60.8,(X),(X),22.1,(X),(X),38.6,(X),(X),0.2,(X),(X),0.7,(X),(X)
2010,0400000US40,Oklahoma,3675339,1816749,1858590,7,7.2,6.8,6.9,7.1,6.7,6.8,7.1,6.4,7.3,7.6,6.9,7.4,7.7,7.1,6.9,7.1,6.7,6.2,6.4,6.1,6.3,6.4,6.2,6.4,6.5,6.4,7.2,7.2,7.2,7,6.9,7,6.2,6.1,6.3,5.2,5,5.3,4.1,3.9,4.3,3.2,3,3.5,2.6,2.2,2.9,1.9,1.6,2.2,1.6,1,2.2,13.6,14.2,13.1,4.2,4.4,4.1,10.4,10.8,10,40.5,41.7,39.3,78,77.2,78.7,75.2,74.2,76.1,18.5,16.7,20.3,16.3,14.6,18,13.4,11.7,15,6.1,4.8,7.3,36.3,34.9,37.7,97.7,(X),(X),61.8,(X),(X),21.6,(X),(X),40.2,(X),(X),0.2,(X),(X),0.7,(X),(X)
2010,0400000US41,Oregon,3761925,1862256,1899669,6.2,6.4,6,6.3,6.4,6.1,6.4,6.6,6.1,6.8,7.1,6.6,6.7,6.9,6.5,6.9,7,6.8,6.7,6.9,6.4,6.7,6.8,6.6,6.6,6.8,6.5,7.1,7.1,7.1,7.4,7.3,7.4,7,6.9,7.1,5.7,5.6,5.7,4.1,4,4.2,3,2.8,3.2,2.4,2.2,2.7,2,1.7,2.4,2,1.4,2.6,12.7,13.1,12.3,4.1,4.2,3.9,9.4,9.7,9.2,40.4,41.5,39.4,79.8,79.1,80.5,77,76.3,77.8,19.1,17.7,20.6,16.7,15.2,18.1,13.5,12,14.9,6.4,5.2,7.6,38.1,37,39.1,98,(X),(X),57.4,(X),(X),21.2,(X),(X),36.1,(X),(X),0.2,(X),(X),1.1,(X),(X)
2010,0400000US42,Pennsylvania,12612705,6138935,6473770,5.8,6.1,5.5,6,6.4,5.7,6.4,6.7,6.1,7.3,7.7,7,6.7,7,6.4,6.1,6.3,5.9,5.7,5.8,5.5,6.4,6.5,6.3,7,7.1,6.9,7.7,7.8,7.6,7.6,7.7,7.5,6.7,6.7,6.7,5.4,5.3,5.5,4.2,4,4.3,3.3,3,3.6,3,2.6,3.4,2.5,1.9,3,2.3,1.5,3,12.4,13,11.8,4.2,4.5,4,9.8,10.2,9.4,39.2,40.4,38,80.5,79.4,81.4,77.6,76.5,78.7,20.7,18.4,22.9,18.3,16,20.5,15.3,13,17.4,7.8,6,9.5,39.8,38.3,41.2,94.8,(X),(X),60.4,(X),(X),24.5,(X),(X),35.9,(X),(X),0.2,(X),(X),0.9,(X),(X)
2010,0400000US44,Rhode Island,1056389,509859,546530,5.6,5.9,5.3,5.9,6.3,5.5,6.2,6.5,6,7.7,8,7.4,7.6,7.9,7.3,6.3,6.5,6.1,5.8,5.9,5.6,6.5,6.7,6.4,7.4,7.5,7.3,7.8,7.8,7.8,7.5,7.5,7.5,6.4,6.4,6.4,5.3,5.2,5.3,3.7,3.6,3.8,3,2.7,3.2,2.7,2.4,3.1,2.4,2,2.8,2.4,1.3,3.3,12.1,12.8,11.4,4.1,4.4,3.9,11.1,11.5,10.8,41.2,42.4,40.1,81,79.8,82.1,78.2,76.9,79.4,19.5,17.2,21.6,17.2,14.9,19.3,14.2,12,16.3,7.5,5.7,9.2,38.9,37.3,40.3,93.3,(X),(X),56.2,(X),(X),22.2,(X),(X),34,(X),(X),0.1,(X),(X),1.2,(X),(X)
2010,0400000US45,South Carolina,4511428,2195677,2315751,6.6,6.9,6.3,6.4,6.7,6.1,6.6,6.9,6.3,7.3,7.7,6.9,7.1,7.4,6.8,6.6,6.8,6.5,6.2,6.3,6.1,6.6,6.7,6.6,6.9,7,6.8,7.3,7.2,7.3,7,6.9,7.1,6.5,6.3,6.7,5.7,5.6,5.8,4.3,4.2,4.5,3.2,3.1,3.4,2.4,2.1,2.7,1.8,1.4,2.1,1.4,0.9,2,13,13.6,12.4,4.2,4.4,4,10.2,10.7,9.8,40.8,41.9,39.8,79.1,78.1,80.1,76.3,75.1,77.4,18.9,17.2,20.5,16.4,14.8,18,13.2,11.6,14.7,5.6,4.4,6.8,37.4,35.9,38.8,94.8,(X),(X),58.5,(X),(X),20.9,(X),(X),37.6,(X),(X),0.2,(X),(X),1,(X),(X)
2010,0400000US46,South Dakota,799462,400246,399216,7.1,7.3,6.9,6.5,6.7,6.4,7,7.3,6.7,7.4,7.6,7.1,7.2,7.4,7,6.6,6.9,6.4,5.8,5.9,5.7,5.8,5.9,5.6,6.3,6.4,6.3,7.4,7.5,7.4,7.3,7.3,7.3,6.5,6.6,6.4,4.8,4.9,4.8,3.7,3.6,3.8,3.2,3,3.4,2.8,2.5,3.1,2.3,1.9,2.7,2.3,1.5,3.1,13.5,14,13.1,4.3,4.5,4.2,10.2,10.6,9.9,39.1,40.1,38.1,78,77.3,78.7,75.1,74.3,75.8,19.1,17.3,20.9,17,15.2,18.9,14.3,12.4,16.1,7.4,5.9,8.9,37.2,35.8,38.5,100.3,(X),(X),64.5,(X),(X),23.5,(X),(X),41,(X),(X),0.1,(X),(X),0.8,(X),(X)
2010,0400000US47,Tennessee,6234968,3039629,3195339,6.5,6.8,6.2,6.6,6.8,6.3,6.7,7.1,6.3,7,7.3,6.6,6.7,6.9,6.5,6.7,6.8,6.6,6.4,6.5,6.3,6.9,7,6.8,7.1,7.2,7,7.4,7.4,7.4,7.1,7.1,7.2,6.4,6.3,6.5,5.5,5.4,5.6,4.1,4,4.3,3.2,3,3.4,2.5,2.2,2.8,1.7,1.3,2.1,1.5,0.9,2.1,13.2,13.9,12.6,4.2,4.4,3.9,9.5,9.8,9.2,40.7,41.7,39.8,78.9,77.9,79.9,76.1,74.9,77.3,18.6,16.8,20.3,16.2,14.4,17.9,13.1,11.4,14.7,5.7,4.4,7,37.6,36.3,38.9,95.1,(X),(X),58.6,(X),(X),20.7,(X),(X),37.8,(X),(X),0.2,(X),(X),0.7,(X),(X)
2010,0400000US48,Texas,24311891,12058770,12253121,7.8,8.1,7.6,7.6,7.8,7.4,7.5,7.7,7.2,7.6,7.9,7.3,7.3,7.6,7.1,7.4,7.5,7.2,7,7.1,6.9,7.2,7.2,7.1,6.9,7,6.9,7.1,7.2,7.1,6.5,6.5,6.6,5.5,5.4,5.6,4.4,4.3,4.5,3.2,3,3.4,2.5,2.3,2.6,1.9,1.7,2.1,1.4,1.1,1.7,1.2,0.8,1.6,15,15.5,14.6,4.6,4.7,4.4,10.4,10.8,10,43.4,44.3,42.6,75.6,74.9,76.3,72.6,71.7,73.4,14.6,13.1,16,12.6,11.2,14,10.1,8.9,11.4,4.5,3.6,5.4,33.4,32.4,34.5,98.4,(X),(X),60.2,(X),(X),16.3,(X),(X),44,(X),(X),0.2,(X),(X),1,(X),(X)
2010,0400000US49,Utah,2657236,1334860,1322376,9.6,9.8,9.4,8.8,9,8.6,8.2,8.3,8,8.2,8.2,8.1,8.7,8.7,8.6,8.5,8.6,8.3,7.5,7.7,7.4,6.4,6.4,6.4,5.6,5.8,5.4,5.8,5.8,5.8,5.5,5.5,5.6,4.7,4.6,4.8,3.7,3.6,3.8,2.7,2.6,2.8,2.1,2,2.3,1.7,1.5,1.9,1.2,1.1,1.4,1.1,0.8,1.4,17,17.4,16.6,4.8,4.9,4.7,12.1,12,12.1,44.9,45.4,44.3,71.8,71.1,72.5,68.6,67.9,69.4,12.5,11.5,13.5,10.9,10,11.9,8.9,8,9.8,4,3.4,4.7,28.8,28.4,29.3,100.9,(X),(X),67.3,(X),(X),14.8,(X),(X),52.5,(X),(X),0.2,(X),(X),1.1,(X),(X)
2010,0400000US50,Vermont,624258,307670,316588,5.2,5.4,4.9,5.6,5.8,5.3,6.3,6.5,6,7.6,8,7.2,7.1,7.4,6.8,5.5,5.6,5.4,5.4,5.4,5.4,6,5.9,6,7.4,7.5,7.4,8.2,8.2,8.3,8.3,8.2,8.3,7.5,7.6,7.5,6,6,5.9,4.3,4.3,4.3,3.1,2.9,3.3,2.7,2.3,3,2.1,1.7,2.5,1.8,1.2,2.4,11.8,12.4,11.3,4.2,4.4,4,10.5,11,10,39,39.8,38.2,81.6,80.7,82.5,78.8,77.8,79.7,19.9,18.4,21.4,17.3,15.7,19,14,12.4,15.5,6.6,5.2,7.9,41,39.9,42.1,97.2,(X),(X),54.3,(X),(X),21.6,(X),(X),32.8,(X),(X),0.1,(X),(X),0.9,(X),(X)
2010,0400000US51,Virginia,7841754,3849352,3992402,6.5,6.7,6.2,6.3,6.6,6.1,6.5,6.8,6.3,7.1,7.4,6.8,7.1,7.5,6.7,6.9,7,6.8,6.5,6.6,6.4,7,7,7,7.6,7.6,7.5,7.8,7.8,7.8,7.3,7.2,7.3,6.3,6.2,6.4,5.2,5.1,5.4,3.8,3.6,3.9,2.8,2.6,3,2.2,1.9,2.5,1.6,1.2,2,1.4,0.9,1.9,12.9,13.4,12.4,4.1,4.3,3.9,10.1,10.6,9.6,42.2,43.2,41.2,79.3,78.4,80.1,76.5,75.5,77.5,17.1,15.4,18.7,14.8,13.2,16.3,11.8,10.3,13.3,5.3,4.1,6.4,37.2,35.9,38.4,96.4,(X),(X),54.6,(X),(X),18.3,(X),(X),36.3,(X),(X),0.2,(X),(X),1,(X),(X)
2010,0400000US53,Washington,6561297,3267488,3293809,6.5,6.7,6.3,6.4,6.6,6.2,6.6,6.8,6.4,7,7.3,6.8,6.9,7.2,6.7,7.1,7.2,7,6.6,6.7,6.4,6.9,7,6.8,7.2,7.3,7,7.6,7.6,7.6,7.4,7.3,7.4,6.6,6.5,6.7,5.3,5.2,5.4,3.7,3.6,3.8,2.7,2.6,2.8,2.1,1.9,2.4,1.7,1.4,2.1,1.6,1.1,2.2,13.1,13.4,12.7,4.2,4.4,4.1,9.8,10.1,9.4,41.7,42.7,40.8,79,78.4,79.6,76.2,75.5,76.9,17.2,15.8,18.6,14.9,13.5,16.2,11.9,10.6,13.2,5.5,4.4,6.6,37,36,38,99.2,(X),(X),55.5,(X),(X),18.5,(X),(X),37,(X),(X),0.2,(X),(X),0.9,(X),(X)
